age_group,season,0,1,2,3,4,5,6,7,8,9
0,1,0.977004429,0.018428093,0.001171897,0.000519361,0.000493005,0.000470333,0.000480051,0.000473879,0.000481115,0.000477836
1,1,0.981288545,0.001721697,0.000466379,0.013749515,0.000746291,0.000410334,0.000398962,0.000408593,0.000396554,0.000413131
